Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,
"Pupo G., Ibba F., Ascough D.M.H., Vicini A.C., Ricci P., Christensen K.E., Pfeifer L., Morphy J.R., Brown J.M., Paton R.S., Gouverneur V.",Asymmetric nucleophilic fluorination under hydrogen bonding phase-transfer catalysis,2018,Science,360,6389,,638,642,,47,10.1126/science.aar7941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046652412&doi=10.1126%2fscience.aar7941&partnerID=40&md5=bb968455ad6c230422336d33dfcdd7f2,
"Feng J., Luo J., Yang P., Du J., Kim B.S., Hu H.",Piezo2 channel–Merkel cell signaling modulates the conversion of touch to itch,2018,Science,360,6388,,530,533,,47,10.1126/science.aar5703,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046453828&doi=10.1126%2fscience.aar5703&partnerID=40&md5=61c8a16650858ba64386b5b2b62b8d4d,
"Van De Loosdrecht M., Bouzouggar A., Humphrey L., Posth C., Barton N., Aximu-Petri A., Nickel B., Nagel S., Talbi E.H., El Hajraoui M.A., Amzazi S., Hublin J.-J., Pääbo S., Schiffels S., Meyer M., Haak W., Jeong C., Krause J.",Pleistocene north african genomes link near eastern and sub-saharan african human populations,2018,Science,360,6388,,548,552,,47,10.1126/science.aar8380,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044465245&doi=10.1126%2fscience.aar8380&partnerID=40&md5=591bdccbccee1c9569aab077ebe154c3,
"Lange K., Peise J., Lücke B., Kruse I., Vitagliano G., Apellaniz I., Kleinmann M., Tóth G., Klempt C.",Entanglement between two spatially separated atomic modes,2018,Science,360,6387,,416,418,,47,10.1126/science.aao2035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045989028&doi=10.1126%2fscience.aao2035&partnerID=40&md5=a578eaf1e57cf21429e8ef3f6d6188eb,
"Sherman D.J., Xie R., Taylor R.J., George A.H., Okuda S., Foster P.J., Needleman D.J., Kahne D.",Lipopolysaccharide is transported to the cell surface by a membrane-Tomembrane protein bridge,2018,Science,359,6377,,798,801,,47,10.1126/science.aar1886,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042153747&doi=10.1126%2fscience.aar1886&partnerID=40&md5=7767a800fa29b88e3e405e1bc4d66736,
"Ackermann S., Cartolano M., Hero B., Welte A., Kahlert Y., Roderwieser A., Bartenhagen C., Walter E., Gecht J., Kerschke L., Volland R., Menon R., Heuckmann J.M., Gartlgruber M., Hartlieb S., Henrich K.-O., Okonechnikov K., Altmüller J., Nürnberg P., Lefever S., De Wilde B., Sand F., Ikram F., Rosswog C., Fischer J., Theissen J., Hertwig F., Singhi A.D., Simon T., Vogel W., Perner S., Krug B., Schmidt M., Rahmann S., Achter V., Lang U., Vokuhl C., Ortmann M., Büttner R., Eggert A., Speleman F., O’Sullivan R.J., Thomas R.K., Berthold F., Vandesompele J., Schramm A., Westermann F., Schulte J.H., Peifer M., Fischer M.",A mechanistic classification of clinical phenotypes in neuroblastoma,2018,Science,362,6419,,1165,1170,,46,10.1126/science.aat6768,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057763642&doi=10.1126%2fscience.aat6768&partnerID=40&md5=14b44cf21904cf785a28ffc48315a367,
"Budin I., Rond T.D., Chen Y., Chan L.J.G., Petzold C.J., Keasling J.D.",Viscous control of cellular respiration by membrane lipid composition,2018,Science,362,6419,,1186,1189,,46,10.1126/science.aat7925,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056242704&doi=10.1126%2fscience.aat7925&partnerID=40&md5=81dd3012c8ca6fd7215c4dd6ad8f6da6,
"Hilton M.C., Zhang X., Boyle B.T., Alegre-Requena J.V., Paton R.S., McNally A.",Heterobiaryl synthesis by contractive C–C coupling via P(V) intermediates,2018,Science,362,6416,,799,804,,46,10.1126/science.aas8961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056577966&doi=10.1126%2fscience.aas8961&partnerID=40&md5=3d50e385eb6172d6170078ab86c5fb35,
"El Meouche I., Dunlop M.J.",Heterogeneity in efflux pump expression predisposes antibiotic-resistant cells to mutation,2018,Science,362,6415,,686,690,,46,10.1126/science.aar7981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056281650&doi=10.1126%2fscience.aar7981&partnerID=40&md5=42fb3d75fc423d160b055ee027663a91,
"Bravyi S., Gosset D., König R.",Quantum advantage with shallow circuits,2018,Science,362,6412,,308,311,,46,10.1126/science.aar3106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055079812&doi=10.1126%2fscience.aar3106&partnerID=40&md5=cb3e1e53dd45bc8799cb7968d9906e46,
"Knouse K.W., deGruyter J.N., Schmidt M.A., Zheng B., Vantourout J.C., Kingston C., Mercer S.E., Mcdonald I.M., Olson R.E., Zhu Y., Hang C., Zhu J., Yuan C., Wang Q., Park P., Eastgate M.D., Baran P.S.",Unlocking P(V): Reagents for chiral phosphorothioate synthesis,2018,Science,361,6408,,1234,1238,,46,10.1126/science.aau3369,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054019360&doi=10.1126%2fscience.aau3369&partnerID=40&md5=20ed72c63ce4b1a59d6bd8292a35a95c,
"Goebel T.H.W., Brodsky E.E.",The spatial footprint of injection wells in a global compilation of induced earthquake sequences,2018,Science,361,6405,,899,904,,46,10.1126/science.aat5449,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052628889&doi=10.1126%2fscience.aat5449&partnerID=40&md5=cfc32ba80047cdc21a83c005f42f44ff,
"Grandjean D., Coutiño-Gonzalez E., Cuong N.T., Fron E., Baekelant W., Aghakhani S., Schlexer P., D'Acapito F., Banerjee D., Roeffaers M.B.J., Nguyen M.T., Hofkens J., Lievens P.",Origin of the bright photoluminescence of few-atom silver clusters confined in LTA zeolites,2018,Science,361,6403,,686,690,,46,10.1126/science.aaq1308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053342681&doi=10.1126%2fscience.aaq1308&partnerID=40&md5=4a746d5281e309f7ae2a8aa3ba237984,
"Doppagne B., Chong M.C., Bulou H., Boeglin A., Scheurer F., Schull G.",Electrofluorochromism at the single-molecule level,2018,Science,361,6399,,251,255,,46,10.1126/science.aat1603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050570164&doi=10.1126%2fscience.aat1603&partnerID=40&md5=1ffa699af1d049dfcac0b8fc497a0049,
Jobin C.,Precision medicine using microbiota,2018,Science,359,6371,,32,34,,46,10.1126/science.aar2946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040104396&doi=10.1126%2fscience.aar2946&partnerID=40&md5=a159bd9ec4fe97db2a7121404ce98670,
"Yuan S., Wang J., Zhu D., Wang N., Gao Q., Chen W., Tang H., Wang J., Zhang X., Liu H., Rao Z., Wang X.",Cryo-EM structure of a herpesvirus capsid at 3.1 Å,2018,Science,360,6384,eaao7283,,,,46,10.1126/science.aao7283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045017977&doi=10.1126%2fscience.aao7283&partnerID=40&md5=734a58fdb96eb3aa15a26a64ae0e9040,
"Danchin E., Nöbel S., Pocheville A., Dagaeff A.-C., Demay L., Alphand M., Ranty-Roby S., Van Renssen L., Monier M., Gazagne E., Allain M., Isabel G.",Cultural flies: Conformist social learning in fruitflies predicts long-lasting mate-choice traditions,2018,Science,362,6418,,1025,1030,,45,10.1126/science.aat1590,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057568285&doi=10.1126%2fscience.aat1590&partnerID=40&md5=17c4d3e9218493fda56bc295a8af0a32,
"Ren S., Wang Y., Yue F., Cheng X., Dang R., Qiao Q., Sun X., Li X., Jiang Q., Yao J., Qin H., Wang G., Liao X., Gao D., Xia J., Zhang J., Hu B., Yan J., Wang Y., Xu M., Han Y., Tang X., Chen X., He C., Hu Z.",The paraventricular thalamus is a critical thalamic area for wakefulness,2018,Science,362,6413,,429,434,,45,10.1126/science.aat2512,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055616145&doi=10.1126%2fscience.aat2512&partnerID=40&md5=a6f09b128eb5dbee9d6e6ab41c479b6a,
"Doren B.M.V., Horton K.G.",A continental system for forecasting bird migration,2018,Science,361,6407,,1115,1118,,45,10.1126/science.aat7526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053329663&doi=10.1126%2fscience.aat7526&partnerID=40&md5=c3054f12c31ad1ae5d07efca9f7f9b27,
"Pan X., Ma J., Su X., Cao P., Chang W., Liu Z., Zhang X., Li M.",Structure of the maize photosystem I supercomplex with light-harvesting complexes I and II,2018,Science,360,6393,,1109,1113,,45,10.1126/science.aat1156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048523787&doi=10.1126%2fscience.aat1156&partnerID=40&md5=7943dc76cf35a568489cdeb88cb46d82,
"Kunkel P., Prüfer M., Strobel H., Linnemann D., Frölian A., Gasenzer T., Gärttner M., Oberthaler M.K.",Spatially distributed multipartite entanglement enables EPR steering of atomic clouds,2018,Science,360,6387,,413,416,,45,10.1126/science.aao2254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045977288&doi=10.1126%2fscience.aao2254&partnerID=40&md5=62bf8356ba6b556aee295aa6e16931d1,
"Ugurlar D., Howes S.C., De Kreuk B.-J., Koning R.I., De Jong R.N., Beurskens F.J., Schuurman J., Koster A.J., Sharp T.H., Parren W.H.I., Gros P.",Structures of C1-IgG1 provide insights into how danger pattern recognition activates complement,2018,Science,359,6377,,794,797,,45,10.1126/science.aao4988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042187400&doi=10.1126%2fscience.aao4988&partnerID=40&md5=04adf3789f192cbf04336dfaf9074dc4,
"Höhr A.I.C., Lindau C., Wirth C., Qiu J., Stroud D.A., Kutik S., Guiard B., Hunte C., Becker T., Pfanner N., Wiedemann N.",Membrane protein insertion through a mitochondrial β-barrel gate,2018,Science,359,6373,eaah6834,,,,45,10.1126/science.aah6834,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040780638&doi=10.1126%2fscience.aah6834&partnerID=40&md5=7d317eb1d3121de8e9faea8b23584ed9,
"Otsuki L., Brand A.H.",Cell cycle heterogeneity directs the timing of neural stem cell activation from quiescence,2018,Science,360,6384,,99,102,,45,10.1126/science.aan8795,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044987241&doi=10.1126%2fscience.aan8795&partnerID=40&md5=edc4116fb82584d5bb6f1a197871c56f,
"Croote D., Darmanis S., Nadeau K.C., Quake S.R.",High-affinity allergen-specific human antibodies cloned from single IgE B cell transcriptomes,2018,Science,362,6420,,1306,1309,,44,10.1126/science.aau2599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058406563&doi=10.1126%2fscience.aau2599&partnerID=40&md5=0b02d5ac8154e45b98cc8d857190c0fe,
"Víctor Moreno-Mayar J., Vinner L., De Barros Damgaard P., De La Fuente C., Chan J., Spence J.P., Allentoft M.E., Vimala T., Racimo F., Pinotti T., Rasmussen S., Margaryan A., Orbegozo M.I., Mylopotamitaki D., Wooller M., Bataille C., Becerra-Valdivia L., Chivall D., Comeskey D., Devièse T., Grayson D.K., George L., Harry H., Alexandersen V., Primeau C., Erlandson J., Rodrigues-Carvalho C., Reis S., Bastos M.Q.R., Cybulski J., Vullo C., Morello F., Vilar M., Wells S., Gregersen K., Hansen K.L., Lynnerup N., Lahr M.M., Kjær K., Strauss A., Alfonso-Durruty M., Salas A., Schroeder H., Higham T., Malhi R.S., Rasic J.T., Souza L., Santos F.R., Malaspinas A.-S., Sikora M., Nielsen R., Song Y.S., Meltzer D.J., Willerslev E.",Early human dispersals within the Americas,2018,Science,362,6419,eaav2621,,,,44,10.1126/science.aav2621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056314122&doi=10.1126%2fscience.aav2621&partnerID=40&md5=a7e013f90fd103d8cfb6ba5341e94565,
"Zhao S., Gensch T., Murray B., Niemeyer Z.L., Sigman M.S., Biscoe M.R.",Enantiodivergent Pd-catalyzed C–C bond formation enabled through ligand parameterization,2018,Science,362,6415,,670,674,,44,10.1126/science.aat2299,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055541251&doi=10.1126%2fscience.aat2299&partnerID=40&md5=ad42206876b772bec4834b42e101da12,
"Guo L., Winzer T., Yang X., Li Y., Ning Z., He Z., Teodor R., Lu Y., Bowser T.A., Graham I.A., Ye K.",The opium poppy genome and morphinan production,2018,Science,362,6412,,343,347,,44,10.1126/science.aat4096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054457677&doi=10.1126%2fscience.aat4096&partnerID=40&md5=7219d0b5ca3efb73e22d0b06033c4339,
"Lin S., Dikler S., Blincoe W.D., Ferguson R.D., Sheridan R.P., Peng Z., Conway D.V., Zawatzky K., Wang H., Cernak T., Davies I.W., DiRocco D.A., Sheng H., Welch C.J., Dreher S.D.",Mapping the dark space of chemical reactions with extended nanomole synthesis and MALDI-TOF MS,2018,Science,361,6402,eaar6236,,,,44,10.1126/science.aar6236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047664248&doi=10.1126%2fscience.aar6236&partnerID=40&md5=11d5681ae098adbc3745a8868c3876e7,
"Wang T., Shi Q., Nikkhoo M., Wei S., Barbot S., Dreger D., Bürgmann R., Motagh M., Chen Q.-F.","The rise, collapse, and compaction of Mt. Mantap from the 3 September 2017 North Korean nuclear test",2018,Science,361,6398,,166,170,,44,10.1126/science.aar7230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047012973&doi=10.1126%2fscience.aar7230&partnerID=40&md5=a42511807f83cb5bb991656ab4281a83,
"Yu J., Jackson N.E., Xu X., Morgenstern Y., Kaufman Y., Ruths M., de Pablo J.J., Tirrell M.",Multivalent counterions diminish the lubricity of polyelectrolyte brushes,2018,Science,360,6396,,1434,1438,,44,10.1126/science.aar5877,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049149820&doi=10.1126%2fscience.aar5877&partnerID=40&md5=d13e39b35d766b52a0943682bf7b8445,
"Pommier A., Anaparthy N., Memos N., Larkin Kelley Z., Gouronnec A., Yan R., Auffray C., Albrengues J., Egeblad M., Iacobuzio-Donahue C.A., Lyons S.K., Fearon D.T.","Unresolved endoplasmic reticulum stress engenders immune-resistant, latent pancreatic cancer metastases",2018,Science,360,6394,eaao4908,,,,44,10.1126/science.aao4908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047258943&doi=10.1126%2fscience.aao4908&partnerID=40&md5=0a31eb69f4745370607fa22b7364ed26,
"Golde T.E., DeKosky S.T., Galasko D.","Alzheimer's disease: The right drug, the right time",2018,Science,362,6420,,1250,1251,,43,10.1126/science.aau0437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058389054&doi=10.1126%2fscience.aau0437&partnerID=40&md5=d707f6c18c99f861eea586ab8bcb3efa,
"Kistler L., Yoshi Maezumi S., De Souza J.G., Przelomska N.A.S., Costa F.M., Smith O., Loiselle H., Ramos-Madrigal J., Wales N., Ribeiro E.R., Morrison R.R., Grimaldo C., Prous A.P., Arriaza B., Thomas P Gilbert M., De Oliveira Freitas F., Allaby R.G.",Multiproxy evidence highlights a complex evolutionary legacy of maize in South America,2018,Science,362,6420,,1309,1313,,43,10.1126/science.aav0207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058367006&doi=10.1126%2fscience.aav0207&partnerID=40&md5=57e0a6f3e79d70fb467a1eb9af3bc269,
"Bigenzahn J.W., Collu G.M., Kartnig F., Pieraks M., Vladimer G.I., Heinz L.X., Sedlyarov V., Schischlik F., Fauster A., Rebsamen M., Parapatics K., Blomen V.A., Müller A.C., Winter G.E., Kralovics R., Brummelkamp T.R., Mlodzik M., Superti-Furga G.",LZTR1 is a regulator of RAS ubiquitination and signaling,2018,Science,362,6419,,1171,1177,,43,10.1126/science.aap8210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056880719&doi=10.1126%2fscience.aap8210&partnerID=40&md5=b337eed166fb6b2c58f44efa92df9bd7,
"Kory N., Wyant G.A., Prakash G., De Bos J.U., Bottanelli F., Pacold M.E., Chan S.H., Lewis C.A., Wang T., Keys H.R., Guo Y.E., Sabatini D.M.",SFXN1 is a mitochondrial serine transporter required for one-carbon metabolism,2018,Science,362,6416,eaat9528.,,,,43,10.1126/science.aat9528,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056610506&doi=10.1126%2fscience.aat9528&partnerID=40&md5=57643a32039365ec010dc14e01e63070,
"Crall J.D., Switzer C.M., Oppenheimer R.L., Ford Versypt A.N., Dey B., Brown A., Eyster M., Guérin C., Pierce N.E., Combes S.A., De Bivort B.L.","Neonicotinoid exposure disrupts bumblebee nest behavior, social networks, and thermoregulation",2018,Science,362,6415,,683,686,,43,10.1126/science.aat1598,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056427501&doi=10.1126%2fscience.aat1598&partnerID=40&md5=d8c76e62c820bcbc5a5489989eef4da3,
"Tanaka K.Z., He H., Tomar A., Niisato K., Huang A.J.Y., McHugh T.J.",The hippocampal engram maps experience but not place,2018,Science,361,6400,,392,397,,43,10.1126/science.aat5397,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050948839&doi=10.1126%2fscience.aat5397&partnerID=40&md5=3ca5f8b8d460010fcd86ea866dfbf5cf,
"Kuroha T., Nagai K., Gamuyao R., Wang D.R., Furuta T., Nakamori M., Kitaoka T., Adachi K., Minami A., Mori Y., Mashiguchi K., Seto Y., Yamaguchi S., Kojima M., Sakakibara H., Wu J., Ebana K., Mitsuda N., Ohme-Takagi M., Yanagisawa S., Yamasaki M., Yokoyama R., Nishitani K., Mochizuki T., Tamiya G., McCouch S.R., Ashikari M.",Ethylene-gibberellin signaling underlies adaptation of rice to periodic flooding,2018,Science,361,6398,,181,186,,43,10.1126/science.aat1577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049799690&doi=10.1126%2fscience.aat1577&partnerID=40&md5=e0fd2c9889437fbf9585684e7f3c1471,
"Liu J.J., Sharma K., Zangrandi L., Chen C., Humphrey S.J., Chiu Y.-T., Spetea M., Liu-Chen L.-Y., Schwarzer C., Mann M.",In vivo brain GPCR signaling elucidated by phosphoproteomics,2018,Science,360,6395,eaao4927,,,,43,10.1126/science.aao4927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048973451&doi=10.1126%2fscience.aao4927&partnerID=40&md5=27d2b30a005fdec33fd8d97e4cdd7ba1,
"Schöneberg J., Pavlin M.R., Yan S., Righini M., Lee I.-H., Carlson L.-A., Bahrami A.H., Goldman D.H., Ren X., Hummer G., Bustamante C., Hurley J.H.",ATP-dependent force generation and membrane scission by ESCRT-III and Vps4,2018,Science,362,6421,,1423,1428,,42,10.1126/science.aat1839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058811123&doi=10.1126%2fscience.aat1839&partnerID=40&md5=b1f4a19d168c46c0ab920a6f35cdb7df,
"Anderson N.D., De Borja R., Young M.D., Fuligni F., Rosic A., Roberts N.D., Hajjar S., Layeghifard M., Novokmet A., Kowalski P.E., Anaka M., Davidson S., Zarrei M., Said B.I., Christine Schreiner L., Marchand R., Sitter J., Gokgoz N., Brunga L., Graham G.T., Fullam A., Pillay N., Toretsky J.A., Yoshida A., Shibata T., Metzler M., Somers G.R., Scherer S.W., Flanagan A.M., Campbell P.J., Schiffman J.D., Shago M., Alexandrov L.B., Wunder J.S., Andrulis I.L., Malkin D., Behjati S., Shlien A.",Rearrangement bursts generate canonical gene fusions in bone and soft tissue tumors,2018,Science,361,6405,eaam8419,,,,42,10.1126/science.aam8419,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052664417&doi=10.1126%2fscience.aam8419&partnerID=40&md5=dd7c1aba178eada7d054658266110cef,
"Grevet J.D., Lan X., Hamagami N., Edwards C.R., Sankaranarayanan L., Ji X., Bhardwaj S.K., Face C.J., Posocco D.F., Abdulmalik O., Keller C.A., Giardine B., Sidoli S., Garcia B.A., Chou S.T., Liebhaber S.A., Hardison R.C., Shi J., Blobel G.A.",Domain-focused CRISPR screen identifies HRI as a fetal hemoglobin regulator in human erythroid cells,2018,Science,361,6399,,285,290,,42,10.1126/science.aao0932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050513994&doi=10.1126%2fscience.aao0932&partnerID=40&md5=62b159d4abd56ffa535e0a45b48daf05,
"Howard S.R., Avarguès-Weber A., Garcia J.E., Greentree A.D., Dyer A.G.",Numerical ordering of zero in honey bees,2018,Science,360,6393,,1124,1126,,42,10.1126/science.aar4975,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048110405&doi=10.1126%2fscience.aar4975&partnerID=40&md5=e993b212d53f2a3277fbf1292dcd561d,
"Wudick M.M., Portes M.T., Michard E., Rosas-Santiago P., Lizzio M.A., Nunes C.O., Campos C., Santa Cruz Damineli D., Carvalho J.C., Lima P.T., Pantoja O., Feijó J.A.",CORNICHON sorting and regulation of GLR channels underlie pollen tube Ca2+ homeostasis,2018,Science,360,6388,,533,536,,42,10.1126/science.aar6464,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046667756&doi=10.1126%2fscience.aar6464&partnerID=40&md5=8046c9ea3054b699f480edcfbfe9ad8c,
"Sakulkoo W., Osés-Ruiz M., Garcia E.O., Soanes D.M., Littlejohn G.R., Hacker C., Correia A., Valent B., Talbot N.J.",A single fungal MAP kinase controls plant cell-to-cell invasion by the rice blast fungus,2018,Science,359,6382,,1399,1403,,42,10.1126/science.aaq0892,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044339022&doi=10.1126%2fscience.aaq0892&partnerID=40&md5=b6666d37867e6e43dc17a43fd929d5c9,
"Patel A.B., Louder R.K., Greber B.J., Grünberg S., Luo J., Fang J., Liu Y., Ranish J., Hahn S., Nogales E.",Structure of human TFIID and mechanism of TBP loading onto promoter DNA,2018,Science,362,6421,aau8872,,,,41,10.1126/science.aau8872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056846862&doi=10.1126%2fscience.aau8872&partnerID=40&md5=dd2384f584dec7aad30445d862520de7,
"Wall S., Yang S., Vidas L., Chollet M., Glownia J.M., Kozina M., Katayama T., Henighan T., Jiang M., Miller T.A., Reis D.A., Boatner L.A., Delaire O., Trigo M.",Ultrafast disordering of vanadium dimers in photoexcited VO2,2018,Science,362,6414,,572,576,,41,10.1126/science.aau3873,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055914363&doi=10.1126%2fscience.aau3873&partnerID=40&md5=094cbcbc964f7e47ded45d75ff4bed8d,
"Cook K.L., Andermann C., Gimbert F., Adhikari B.R., Hovius N.",Glacial lake outburst floods as drivers of fluvial erosion in the Himalaya,2018,Science,362,6410,,53,57,,41,10.1126/science.aat4981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054463672&doi=10.1126%2fscience.aat4981&partnerID=40&md5=96c47332a0d628e6913ee00d441e20ab,
"Qi X., Schmiege P., Coutavas E., Li X.",Two patched molecules engage distinct sites on hedgehog yielding a signaling-competent complex,2018,Science,362,6410,eaas8843,,,,41,10.1126/science.aas8843,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054432401&doi=10.1126%2fscience.aas8843&partnerID=40&md5=4a238b5523f101b624bdf300c9b51da5,
"Dougherty M.K., Cao H., Khurana K.K., Hunt G.J., Provan G., Kellock S., Burton M.E., Burk T.A., Bunce E.J., Cowley S.W.H., Kivelson M.G., Russell C.T., Southwood D.J.",Saturn's magnetic field revealed by the Cassini Grand Finale,2018,Science,362,6410,46,,,,41,10.1126/science.aat5434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054293172&doi=10.1126%2fscience.aat5434&partnerID=40&md5=e59c251045a9bc3d24422114818a4899,
"Popov S., Shao B., Bagdasarian A.L., Benton T.R., Zou L., Yang Z., Houk K.N., Nelson H.M.",Teaching an old carbocation new tricks: Intermolecular C-H insertion reactions of vinyl cations,2018,Science,361,6400,,381,387,,41,10.1126/science.aat5440,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050901449&doi=10.1126%2fscience.aat5440&partnerID=40&md5=6b18ddf87dec8d5d1543503e698dce3e,
"Rosenblum S., Reinhold P., Mirrahimi M., Jiang L., Frunzio L., Schoelkopf R.J.",Fault-tolerant detection of a quantum error,2018,Science,361,6399,,266,270,,41,10.1126/science.aat3996,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050534410&doi=10.1126%2fscience.aat3996&partnerID=40&md5=e67ed6d6dbc881fc0ebd23677bd72db7,
"Reichmann J., Nijmeijer B., Hossain M.J., Eguren M., Schneider I., Politi A.Z., Roberti M.J., Hufnagel L., Hiiragi T., Ellenberg J.",Dual-spindle formation in zygotes keeps parental genomes apart in early mammalian embryos,2018,Science,361,6398,,189,193,,41,10.1126/science.aar7462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049799470&doi=10.1126%2fscience.aar7462&partnerID=40&md5=5b8a3d81f369ffa7d54ddd301acddd69,
"Pagar V.V., RajanBabu T.V.",Tandem catalysis for asymmetric coupling of ethylene and enynes to functionalized cyclobutanes,2018,Science,361,6397,,68,72,,41,10.1126/science.aat6205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049619723&doi=10.1126%2fscience.aat6205&partnerID=40&md5=68cb35c23c12d69c5b42485b2a952166,
"Mo M.Z., Chen Z., Li R.K., Dunning M., Witte B.B.L., Baldwin J.K., Fletcher L.B., Kim J.B., Ng A., Redmer R., Reid A.H., Shekhar P., Shen X.Z., Shen M., Sokolowski-Tinten K., Tsui Y.Y., Wang Y.Q., Zheng Q., Wang X.J., Glenzer S.H.",Heterogeneous to homogeneous melting transition visualized with ultrafast electron diffraction,2018,Science,360,6396,,1451,1455,,41,10.1126/science.aar2058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049141845&doi=10.1126%2fscience.aar2058&partnerID=40&md5=55a22b4b5f524d25009a4553f2281d9b,
"Lipton J.I., MacCurdy R., Manchester Z., Chin L., Cellucci D., Rus D.",Handedness in shearing auxetics creates rigid and compliant structures,2018,Science,360,6389,,632,635,,41,10.1126/science.aar4586,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046753500&doi=10.1126%2fscience.aar4586&partnerID=40&md5=20a8a508ed42d2d1f0bfd3f2c8bf1aeb,
"McMahon W.J., Davies N.S.",Evolution of alluvial mudrock forced by early land plants,2018,Science,359,6379,,1022,1024,,41,10.1126/science.aan4660,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042837854&doi=10.1126%2fscience.aan4660&partnerID=40&md5=8f8c3c9423f12092b5eb63d2cc23e237,
"Ni A.M., Ruff D.A., Alberts J.J., Symmonds J., Cohen M.R.",Learning and attention reveal a general relationship between population activity and behavior,2018,Science,359,6374,,463,465,,41,10.1126/science.aao0284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040985144&doi=10.1126%2fscience.aao0284&partnerID=40&md5=c390763c9f5349ccb2bf597d0d49968f,
"Plesa C., Sidore A.M., Lubock N.B., Zhang D., Kosuri S.",Multiplexed gene synthesis in emulsions for exploring protein functional landscapes,2018,Science,359,6373,,343,347,,41,10.1126/science.aao5167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040091439&doi=10.1126%2fscience.aao5167&partnerID=40&md5=ba8374647a49c199bb536ff4687b6b8d,
"Yu Q., Xue L., Hiblot J., Griss R., Fabritz S., Roux C., Binz P.-A., Haas D., Okun J.G., Johnsson K.",Semisynthetic sensor proteins enable metabolic assays at the point of care,2018,Science,361,6407,,1122,1126,,40,10.1126/science.aat7992,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053325869&doi=10.1126%2fscience.aat7992&partnerID=40&md5=3cf4e119b7b29f3d0c0f0d5be9f67924,
