Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link
"Haffke M., Fehlmann D., Rummel G., Boivineau J., Duckely M., Gommermann N., Cotesta S., Sirockin F., Freuler F., Littlewood-Evans A., Kaupmann K., Jaakola V.-P.","Structural basis of species-selective antagonist binding to the succinate receptor",2019,"Nature","574","7779",,"581","585",,7,"10.1038/s41586-019-1663-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074093334&doi=10.1038%2fs41586-019-1663-8&partnerID=40&md5=5cbc4a7c3f643c7df70b5315433bad18"
"Nobre C.A.","To save Brazil's rainforest, boost its science",2019,"Nature","574","7779",,"455","",,7,"10.1038/d41586-019-03169-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073761870&doi=10.1038%2fd41586-019-03169-0&partnerID=40&md5=a3f0e2d58264f1d3efc53cffcaa744be"
"Cyranoski D.","Russian 'CRISPR-baby' scientist has started editing genes in human eggs with goal of altering deaf gene",2019,"Nature","574","7779",,"465","466",,7,"10.1038/d41586-019-03018-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073713641&doi=10.1038%2fd41586-019-03018-0&partnerID=40&md5=a3f5ffc96b66c2a987896bd2867e9206"
"Puddu F., Herzog M., Selivanova A., Wang S., Zhu J., Klein-Lavi S., Gordon M., Meirman R., Millan-Zambrano G., Ayestaran I., Salguero I., Sharan R., Li R., Kupiec M., Jackson S.P.","Genome architecture and stability in the Saccharomyces cerevisiae knockout collection",2019,"Nature","573","7774",,"416","420",,7,"10.1038/s41586-019-1549-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072509357&doi=10.1038%2fs41586-019-1549-9&partnerID=40&md5=34fa2e75f41c4a97e75bd882655d9bdf"
"Dusad R., Kirschner F.K.K., Hoke J.C., Roberts B.R., Eyal A., Flicker F., Luke G.M., Blundell S.J., Davis J.C.S.","Magnetic monopole noise",2019,"Nature","571","7764",,"234","239",,7,"10.1038/s41586-019-1358-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068572701&doi=10.1038%2fs41586-019-1358-1&partnerID=40&md5=a71f153f2c5d58b2c34a80fdd43f4f7e"
"Oz-Levi D., Olender T., Bar-Joseph I., Zhu Y., Marek-Yagel D., Barozzi I., Osterwalder M., Alkelai A., Ruzzo E.K., Han Y., Vos E.S.M., Reznik-Wolf H., Hartman C., Shamir R., Weiss B., Shapiro R., Pode-Shakked B., Tatarskyy P., Milgrom R., Schvimer M., Barshack I., Imai D.M., Coleman-Derr D., Dickel D.E., Nord A.S., Afzal V., van Bueren K.L., Barnes R.M., Black B.L., Mayhew C.N., Kuhar M.F., Pitstick A., Tekman M., Stanescu H.C., Wells J.M., Kleta R., de Laat W., Goldstein D.B., Pras E., Visel A., Lancet D., Anikster Y., Pennacchio L.A.","Noncoding deletions reveal a gene that is critical for intestinal function",2019,"Nature","571","7763",,"107","111",,7,"10.1038/s41586-019-1312-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067860815&doi=10.1038%2fs41586-019-1312-2&partnerID=40&md5=f62679b9ef6530f8bab3d46c1f12a7c1"
"Kupenko I., Aprilis G., Vasiukov D.M., McCammon C., Chariton S., Cerantola V., Kantor I., Chumakov A.I., Rüffer R., Dubrovinsky L., Sanchez-Valle C.","Magnetism in cold subducting slabs at mantle transition zone depths",2019,"Nature","570","7759",,"102","106",,7,"10.1038/s41586-019-1254-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066939800&doi=10.1038%2fs41586-019-1254-8&partnerID=40&md5=3460362eacf9bd8859d6a8d8b10da9c1"
"Liu Z., Mar K.B., Hanners N.W., Perelman S.S., Kanchwala M., Xing C., Schoggins J.W., Alto N.M.","A NIK–SIX signalling axis controls inflammation by targeted silencing of non-canonical NF-κB",2019,"Nature","568","7751",,"249","253",,7,"10.1038/s41586-019-1041-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063333281&doi=10.1038%2fs41586-019-1041-6&partnerID=40&md5=7eadbac60fef8ec86b637b7ce3be35b5"
"Higuchi S., Sugahara F., Pascual-Anaya J., Takagi W., Oisi Y., Kuratani S.","Inner ear development in cyclostomes and evolution of the vertebrate semicircular canals",2019,"Nature","565","7739",,"347","350",,7,"10.1038/s41586-018-0782-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060145045&doi=10.1038%2fs41586-018-0782-y&partnerID=40&md5=e6b4a1389f86e9dbc5f01e4d33595461"
"Wei W.-S., Xia Y., Ettinger S., Yang S., Yodh A.G.","Molecular heterogeneity drives reconfigurable nematic liquid crystal drops",2019,"Nature","576","7787",,"433","436",,6,"10.1038/s41586-019-1809-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076915681&doi=10.1038%2fs41586-019-1809-8&partnerID=40&md5=8bfea857fd7716fce55b77f336a1e002"
"Adam D.","The gene-based hack that is revolutionizing epidemiology",2019,"Nature","576","7786",,"196","199",,6,"10.1038/d41586-019-03754-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076337381&doi=10.1038%2fd41586-019-03754-3&partnerID=40&md5=598e9ef729a49104afd08393b06f96e9"
"De Rosa M.J., Veuthey T., Florman J., Grant J., Blanco M.G., Andersen N., Donnelly J., Rayes D., Alkema M.J.","The flight response impairs cytoprotective mechanisms by activating the insulin pathway",2019,"Nature","573","7772",,"135","138",,6,"10.1038/s41586-019-1524-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071684875&doi=10.1038%2fs41586-019-1524-5&partnerID=40&md5=15914fa31f5e8b95e61c9824b19cdb40"
"Hecht J.","The future of electronic health records",2019,"Nature","573","7775",,"S114","S116",,6,"10.1038/d41586-019-02876-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072685569&doi=10.1038%2fd41586-019-02876-y&partnerID=40&md5=da6b75c17625618656d19435a202bde5"
"Avaria-Llautureo J., Hernández C.E., Rodríguez-Serrano E., Venditti C.","The decoupled nature of basal metabolic rate and body temperature in endotherm evolution",2019,"Nature","572","7771",,"651","654",,6,"10.1038/s41586-019-1476-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071027282&doi=10.1038%2fs41586-019-1476-9&partnerID=40&md5=de39ccb72f647bc777b97a7276949508"
"Arnold C.P., Benham-Pyle B.W., Lange J.J., Wood C.J., Sánchez Alvarado A.","Wnt and TGFβ coordinate growth and patterning to regulate size-dependent behaviour",2019,"Nature","572","7771",,"655","659",,6,"10.1038/s41586-019-1478-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071008238&doi=10.1038%2fs41586-019-1478-7&partnerID=40&md5=3a6a1f1b8b140c2568b058df4e5e4b92"
"Zastrow M.","Meet the crystal growers who sparked a revolution in graphene electronics",2019,"Nature","572","7770",,"429","432",,6,"10.1038/d41586-019-02472-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071558348&doi=10.1038%2fd41586-019-02472-0&partnerID=40&md5=02233f8800e8e2993ca03cdbb1200ea4"
"Muralidhar P.","Mating preferences of selfish sex chromosomes",2019,"Nature","570","7761",,"376","379",,6,"10.1038/s41586-019-1271-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066955582&doi=10.1038%2fs41586-019-1271-7&partnerID=40&md5=a033f57086cdc8c8c1c1907eaa5743c1"
"Roberts L.","Small, furry and powerful: are mouse lemurs the next big thing in genetics?",2019,"Nature","570","7760",,"151","154",,6,"10.1038/d41586-019-01789-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068191862&doi=10.1038%2fd41586-019-01789-0&partnerID=40&md5=cad546db5bbbe805b3b181891fe58b29"
"Samuel H., Lognonné P., Panning M., Lainey V.","The rheology and thermal history of Mars revealed by the orbital evolution of Phobos",2019,"Nature","569","7757",,"523","527",,6,"10.1038/s41586-019-1202-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066151295&doi=10.1038%2fs41586-019-1202-7&partnerID=40&md5=9d9477b65db87d9187073676af000338"
"Amgalan D., Kitsis R.N.","A mouse model for the most common form of heart failure",2019,"Nature","568","7752",,"324","325",,6,"10.1038/d41586-019-00983-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064260219&doi=10.1038%2fd41586-019-00983-4&partnerID=40&md5=4f578af0c5faa58ea3a93247f5379e4b"
"Eisenstein M.","Tea's value as a cancer therapy is steeped in uncertainty",2019,"Nature","566","7742",,"S6","S7",,6,"10.1038/d41586-019-00397-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061118262&doi=10.1038%2fd41586-019-00397-2&partnerID=40&md5=70b23c6cb7b6c3e11ce971dfad0d2e74"
"Darnley M.J., Hounsell R., O’Brien T.J., Henze M., Rodríguez-Gil P., Shafter A.W., Shara M.M., Vaytet N.M.H., Bode M.F., Ciardullo R., Davis B.D., Galera-Rosillo R., Harman D.J., Harvey E.J., Healy M.W., Ness J.-U., Ribeiro V.A.R.M., Williams S.C.","A recurrent nova super-remnant in the Andromeda galaxy",2019,"Nature","565","7740",,"460","463",,6,"10.1038/s41586-018-0825-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060398041&doi=10.1038%2fs41586-018-0825-4&partnerID=40&md5=31a853a86b25264f1fa19173a77e4681"
"Monastersky R., Van Noorden R.","150 years of Nature: a data graphic charts our evolution",2019,"Nature","575","7781",,"22","23",,5,"10.1038/d41586-019-03305-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074729064&doi=10.1038%2fd41586-019-03305-w&partnerID=40&md5=3b4e10418aa3d65feccbf9bc070e1d87"
"Dutreix C., González-Herrero H., Brihuega I., Katsnelson M.I., Chapelier C., Renard V.T.","Measuring the Berry phase of graphene from wavefront dislocations in Friedel oscillations",2019,"Nature","574","7777",,"219","222",,5,"10.1038/s41586-019-1613-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074212203&doi=10.1038%2fs41586-019-1613-5&partnerID=40&md5=c39375afb8b5d0391e2fce1b7d790e7d"
"Zhou H., Shi X., Yuan W., Hao L., Chen X., Ge J., Ji T., Jiang P., Li G., Liu B., Liu G., Liu W., Lu H., Pan X., Shen J., Shu X., Sun L., Tian Q., Wang H., Wang T., Wu S., Yang C., Zhang S., Zhong Z.","Fast inflows as the adjacent fuel of supermassive black hole accretion disks in quasars",2019,"Nature","573","7772",,"83","86",,5,"10.1038/s41586-019-1510-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071754146&doi=10.1038%2fs41586-019-1510-y&partnerID=40&md5=2daa0b7f847382928b76454b53ec08f2"
"Lindgren J., Nilsson D.-E., Sjövall P., Jarenmark M., Ito S., Wakamatsu K., Kear B.P., Schultz B.P., Sylvestersen R.L., Madsen H., LaFountain J.R., Jr., Alwmark C., Eriksson M.E., Hall S.A., Lindgren P., Rodríguez-Meizoso I., Ahlberg P.","Fossil insect eyes shed light on trilobite optics and the arthropod pigment screen",2019,"Nature","573","7772",,"122","125",,5,"10.1038/s41586-019-1473-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071045838&doi=10.1038%2fs41586-019-1473-z&partnerID=40&md5=89b8f7636c5d41c0aed4e2df6bdedaac"
"Tollefson J.","The hard truths of climate change - by the numbers",2019,"Nature","573","7774",,"324","327",,5,"10.1038/d41586-019-02711-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072402293&doi=10.1038%2fd41586-019-02711-4&partnerID=40&md5=77da3b2ffb33519b50f87d9a659a8abc"
"Else H.","How to banish manels and manferences from scientific meetings",2019,"Nature","573","7773",,"184","186",,5,"10.1038/d41586-019-02658-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072023361&doi=10.1038%2fd41586-019-02658-6&partnerID=40&md5=33e478a1c18a6fc0284e9bdfe20dfc4f"
"Subramanian M.","Humans versus Earth: the quest to define the Anthropocene",2019,"Nature","572","7768",,"168","170",,5,"10.1038/d41586-019-02381-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071185334&doi=10.1038%2fd41586-019-02381-2&partnerID=40&md5=e5607ca799adfae12b87d1207a4ac987"
"Abbott A., Schiermeier Q.","How European scientists will spend €100 billion",2019,"Nature","569","7757",,"472","475",,5,"10.1038/d41586-019-01566-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066866449&doi=10.1038%2fd41586-019-01566-z&partnerID=40&md5=5e679bf9901612bf531a079d28a50c68"
"Masood E.","How China is redrawing the map of world science",2019,"Nature","569","7754",,"20","23",,5,"10.1038/d41586-019-01124-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065528000&doi=10.1038%2fd41586-019-01124-7&partnerID=40&md5=89fd8f2ca0c6cb2aa2db0c07cb71c0d1"
"Mallapaty S.","Spread﻿ of deadly pig virus in China hastens vaccine research",2019,"Nature","569","7754",,"13","14",,5,"10.1038/d41586-019-01269-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065497033&doi=10.1038%2fd41586-019-01269-5&partnerID=40&md5=321098fc7063d25bf0a86e4e0fcfdd18"
"Riehl C., Strong M.J.","Social parasitism as an alternative reproductive tactic in a cooperatively breeding cuckoo",2019,"Nature","567","7746",,"96","99",,5,"10.1038/s41586-019-0981-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062584625&doi=10.1038%2fs41586-019-0981-1&partnerID=40&md5=e8f66830a70ee67731dded317c000d6c"
"Madhusoodanan J.","Matrix mimics shape cell studies",2019,"Nature","566","7745",,"563","565",,5,"10.1038/d41586-019-00681-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069055225&doi=10.1038%2fd41586-019-00681-1&partnerID=40&md5=760b013ee3dacac804df31503ea18bed"
"Heaven D.","Bitcoin for the biological literature",2019,"Nature","566","7742",,"141","142",,5,"10.1038/d41586-019-00447-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061025670&doi=10.1038%2fd41586-019-00447-9&partnerID=40&md5=a0af4267a7cffe1bbfa3dffc8fbb8a6e"
"Shusterman J.A., Scielzo N.D., Thomas K.J., Norman E.B., Lapi S.E., Loveless C.S., Peters N.J., Robertson J.D., Shaughnessy D.A., Tonchev A.P.","The surprisingly large neutron capture cross-section of 88Zr",2019,"Nature","565","7739",,"328","330",,5,"10.1038/s41586-018-0838-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060173938&doi=10.1038%2fs41586-018-0838-z&partnerID=40&md5=492582287e24251e8c6e68b6a8269ca6"
"Guzmán-Verri G.G., Brierley R.T., Littlewood P.B.","Cooperative elastic fluctuations provide tuning of the metal–insulator transition",2019,"Nature","576","7787",,"429","432",,4,"10.1038/s41586-019-1824-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076891909&doi=10.1038%2fs41586-019-1824-9&partnerID=40&md5=ca7b74a44cd75908b376654663c90770"
"Hamant O., Saunders T., Viasnoff V.","Seven steps to make travel to scientific conferences more sustainable",2019,"Nature","573","7774",,"451","452",,4,"10.1038/d41586-019-02747-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072275874&doi=10.1038%2fd41586-019-02747-6&partnerID=40&md5=6c91c45fb0885849cbc024845090cfe1"
"Feinberg J.","Tackle the epidemic, not the opioids",2019,"Nature","573","7773",,"165","",,4,"10.1038/d41586-019-02671-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071985992&doi=10.1038%2fd41586-019-02671-9&partnerID=40&md5=ecaf19e01bad448019ae517b5ccf296c"
"Crawford K.","Halt the use of facial-recognition technology until it is regulated",2019,"Nature","572","7771",,"565","",,4,"10.1038/d41586-019-02514-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071628790&doi=10.1038%2fd41586-019-02514-7&partnerID=40&md5=63d9f682e8b1131c89c0c6f6b0bb75b4"
"Drew L.","The ethics of brain–computer interfaces",2019,"Nature","571","7766",,"S19","S21",,4,"10.1038/d41586-019-02214-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069726114&doi=10.1038%2fd41586-019-02214-2&partnerID=40&md5=7f06ce042e2666b2845133dd4db5e0f8"
"Sohn E.","Decoding the neuroscience of consciousness",2019,"Nature","571","7766",,"S2","S5",,4,"10.1038/d41586-019-02207-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069708240&doi=10.1038%2fd41586-019-02207-1&partnerID=40&md5=b6a1a6165c89e9c3a14886389b37fe5e"
"Espey J.","Sustainable development will falter without data",2019,"Nature","571","7765",,"299","",,4,"10.1038/d41586-019-02139-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072994113&doi=10.1038%2fd41586-019-02139-w&partnerID=40&md5=c78a7727cd79a16d161af20cfd3f9fa9"
"Heffernan O.","Seabed mining is coming - bringing mineral riches and fears of epic extinctions",2019,"Nature","571","7766",,"465","468",,4,"10.1038/d41586-019-02242-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070530350&doi=10.1038%2fd41586-019-02242-y&partnerID=40&md5=187486b82cda0d6adb766bdd0c70426b"
"Witze A.","Global 5G wireless networks threaten weather forecasts",2019,"Nature","569","7754",,"17","18",,4,"10.1038/d41586-019-01305-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065487472&doi=10.1038%2fd41586-019-01305-4&partnerID=40&md5=74d786d8be8404ff3a93206cacf1f3d1"
"Wuelling M., Vortkamp A.","A newly discovered stem cell that keeps bones growing",2019,"Nature","567","7747",,"178","179",,4,"10.1038/d41586-019-00527-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062592892&doi=10.1038%2fd41586-019-00527-w&partnerID=40&md5=4416497313a6ab3e7a67d8f3cc229963"
"Lewis D.","The fight for control over virtual fossils",2019,"Nature","567","7746",,"20","23",,4,"10.1038/d41586-019-00739-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062594918&doi=10.1038%2fd41586-019-00739-0&partnerID=40&md5=c4f0652d16379d12be47729601208042"
"Laurenzis M.","Shadows used to peer around corners",2019,"Nature","565","7740",,"435","436",,4,"10.1038/d41586-019-00174-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060374495&doi=10.1038%2fd41586-019-00174-1&partnerID=40&md5=752eb38dd63730de4a9252f0aebb34ee"
"Efros A.L.","Quantum dots realize their potential",2019,"Nature","575","7784",,"604","605",,3,"10.1038/d41586-019-03607-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075753475&doi=10.1038%2fd41586-019-03607-z&partnerID=40&md5=f5767f1bac8040e6ba103a5170b868ca"
"Marty B., Bekaert D.V., Broadley M.W., Jaupart C.","Geochemical evidence for high volatile fluxes from the mantle at the end of the Archaean",2019,"Nature","575","7783",,"485","488",,3,"10.1038/s41586-019-1745-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075366325&doi=10.1038%2fs41586-019-1745-7&partnerID=40&md5=84d58c04c7b6fc7472b0a20099253db0"
"Yin Y., Wang Y., Evans J.A., Wang D.","Quantifying the dynamics of failure across science, startups and security",2019,"Nature","575","7781",,"190","194",,3,"10.1038/s41586-019-1725-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074878632&doi=10.1038%2fs41586-019-1725-y&partnerID=40&md5=cc0dec8884610ca0558c4db869653485"
"Case D.J., Liu Y., Kiss I.Z., Angilella J.-R., Motter A.E.","Braess’s paradox and programmable behaviour in microfluidic networks",2019,"Nature","574","7780",,"647","652",,3,"10.1038/s41586-019-1701-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074238715&doi=10.1038%2fs41586-019-1701-6&partnerID=40&md5=9ba78db4043a7fb572e88b0b2ee4b5aa"
"Beznosov P.A., Clack J.A., Lukševičs E., Ruta M., Ahlberg P.E.","Morphology of the earliest reconstructable tetrapod Parmastega aelidae",2019,"Nature","574","7779",,"527","531",,3,"10.1038/s41586-019-1636-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074086136&doi=10.1038%2fs41586-019-1636-y&partnerID=40&md5=51d558233fa0708e76ffa4e44597a796"
"Saylor B.Z., Gibert L., Deino A., Alene M., Levin N.E., Melillo S.M., Peaple M.D., Feakins S.J., Bourel B., Barboni D., Novello A., Sylvestre F., Mertzman S.A., Haile-Selassie Y.","Age and context of mid-Pliocene hominin cranium from Woranso-Mille, Ethiopia",2019,"Nature","573","7773",,"220","224",,3,"10.1038/s41586-019-1514-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071674592&doi=10.1038%2fs41586-019-1514-7&partnerID=40&md5=7bf071388c1bab36cc680bb133f4488f"
"Ide S.","Frequent observations of identical onsets of large and small earthquakes",2019,"Nature","573","7772",,"112","116",,3,"10.1038/s41586-019-1508-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071766326&doi=10.1038%2fs41586-019-1508-5&partnerID=40&md5=40636315ae76763d039c425c3a23b47c"
"Svoboda E.","Your robot surgeon will see you now",2019,"Nature","573","7775",,"S110","S111",,3,"10.1038/d41586-019-02874-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072685682&doi=10.1038%2fd41586-019-02874-0&partnerID=40&md5=062994c280233ae1549aee153dfa63db"
"Schmidt C.","Real-time flu tracking",2019,"Nature","573","7774",,"S58","S59",,3,"10.1038/d41586-019-02755-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072376091&doi=10.1038%2fd41586-019-02755-6&partnerID=40&md5=e4414cdb77f9c7f8f6e79ff9e63d49b4"
"Gilding P.","Why I welcome a climate emergency",2019,"Nature","573","7774",,"311","",,3,"10.1038/d41586-019-02735-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072300819&doi=10.1038%2fd41586-019-02735-w&partnerID=40&md5=f66678267176f4ab6467c718675f72e7"
"Mendis K.","Eliminating malaria should not be the end of vigilance",2019,"Nature","573","7772",,"7","",,3,"10.1038/d41586-019-02598-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071776524&doi=10.1038%2fd41586-019-02598-1&partnerID=40&md5=9ca0544b62a38c624cbf312ad73e1797"
"Whitman E.","A land without water: the scramble to stop Jordan from running dry",2019,"Nature","573","7772",,"20","23",,3,"10.1038/d41586-019-02600-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071754492&doi=10.1038%2fd41586-019-02600-w&partnerID=40&md5=f60128e018bee93208095b1ec5175247"
"Bennett E.N., Jenner F.E., Millet M.-A., Cashman K.V., Lissenberg C.J.","Deep roots for mid-ocean-ridge volcanoes revealed by plagioclase-hosted melt inclusions",2019,"Nature","572","7768",,"235","239",,3,"10.1038/s41586-019-1448-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066104749&doi=10.1038%2fs41586-019-1448-0&partnerID=40&md5=56638b39872a9f4f705088469162f767"
"Worth T.","Cannabis's chemical synergies",2019,"Nature","572","7771",,"S12","S13",,3,"10.1038/d41586-019-02528-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071647882&doi=10.1038%2fd41586-019-02528-1&partnerID=40&md5=98a0f13f72b89c2e9383e2d385b22a95"
"Perkel J.M.","Starfish enterprise: finding RNA patterns in single cells",2019,"Nature","572","7770",,"549","551",,3,"10.1038/d41586-019-02477-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071568596&doi=10.1038%2fd41586-019-02477-9&partnerID=40&md5=5703668000b884bb031c2f1ab8724cb0"
"Adam D.","How a data detective exposed suspicious medical trials",2019,"Nature","571","7766",,"462","464",,3,"10.1038/d41586-019-02241-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070465052&doi=10.1038%2fd41586-019-02241-z&partnerID=40&md5=eb5d2e5003d503219ecc2970509d1f6d"
"Birkhölzer Y.A., Koster G.","How to make the thinnest possible free-standing sheets of perovskite materials",2019,"Nature","570","7759",,"39","40",,3,"10.1038/d41586-019-01710-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066962185&doi=10.1038%2fd41586-019-01710-9&partnerID=40&md5=8a3f5b4a27c4a83bb9040da202a49dd8"
"Cyranoski D.","Chinese hospitals set to sell experimental cell therapies",2019,"Nature","569","7755",,"170","171",,3,"10.1038/d41586-019-01161-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065754202&doi=10.1038%2fd41586-019-01161-2&partnerID=40&md5=e01ee06222aa97462abf731d69027114"
"Masood E.","Scientists in Pakistan and Sri Lanka bet their futures on China",2019,"Nature","569","7754",,"24","27",,3,"10.1038/d41586-019-01125-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065525958&doi=10.1038%2fd41586-019-01125-6&partnerID=40&md5=6188be0e868137981a6c19d15ab25b7b"
"Guglielmi G.","Facing up to injustice in genome science",2019,"Nature","568","7752",,"290","293",,3,"10.1038/d41586-019-01166-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064995124&doi=10.1038%2fd41586-019-01166-x&partnerID=40&md5=476de9eed89028ed84a3dadd428ea185"
"Yan W.","The nuclear sins of the Soviet Union live on in Kazakhstan",2019,"Nature","568","7750",,"22","24",,3,"10.1038/d41586-019-01034-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064239871&doi=10.1038%2fd41586-019-01034-8&partnerID=40&md5=d2b553fd03cca31edb1a7da6fc1093eb"
"Drew L.","The mouse in the video game",2019,"Nature","567","7747",,"158","160",,3,"10.1038/d41586-019-00791-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062821209&doi=10.1038%2fd41586-019-00791-w&partnerID=40&md5=35d7cacbf1260ac3eef9cb3645aa5901"
"Conklin B.R.","On the road to a gene drive in mammals",2019,"Nature","566","7742",,"43","45",,3,"10.1038/d41586-019-00185-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060912538&doi=10.1038%2fd41586-019-00185-y&partnerID=40&md5=620333fe89492367712e223bcd50faf3"
"Maxmen A.","How African scientists are improving cassava to help feed the world",2019,"Nature","565","7738",,"144","146",,3,"10.1038/d41586-019-00014-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059798549&doi=10.1038%2fd41586-019-00014-2&partnerID=40&md5=a9ab8f4e1631ca3b9eb874963981dc4f"
"Rahwan Z., Yoeli E., Fasolo B.","Heterogeneity in banker culture and its influence on dishonesty",2019,"Nature","575","7782",,"345","349",,2,"10.1038/s41586-019-1741-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074960411&doi=10.1038%2fs41586-019-1741-y&partnerID=40&md5=f1da9e8f5ed1617a4431f5de4cd68670"
"Solanas G., Benitah S.A.","Alterations to the circadian clock make brain tumours vulnerable",2019,"Nature","574","7778",,"337","338",,2,"10.1038/d41586-019-03042-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073179219&doi=10.1038%2fd41586-019-03042-0&partnerID=40&md5=09f4dd34180afffe843faa8f3a3a0e5b"
"Levy A.","How evolution builds genes from scratch",2019,"Nature","574","7778",,"314","316",,2,"10.1038/d41586-019-03061-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073449774&doi=10.1038%2fd41586-019-03061-x&partnerID=40&md5=f68534b8548c352992ae8a600320c2bd"
"Brooks M.","Beyond quantum supremacy: the hunt for useful quantum computers",2019,"Nature","574","7776",,"19","21",,2,"10.1038/d41586-019-02936-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072927620&doi=10.1038%2fd41586-019-02936-3&partnerID=40&md5=97822cc852cda428b6b5d83800652b33"
"Butler D.","How US sanctions are crippling science in Iran",2019,"Nature","574","7776",,"13","14",,2,"10.1038/d41586-019-02795-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072847451&doi=10.1038%2fd41586-019-02795-y&partnerID=40&md5=c95968a7eb423d5b029d3e1cbade7f65"
